RENTREE SCOLAIRE;NIVEAU GEOGRAPHIQUE;LIBELLE GEOGRAPHIQUE;NIVEAU D'ENSEIGNEMENT;CLASSE;SECTEUR D'ENSEIGNEMENT;CONTRAT DE L'ETABLISSEMENT;NOMBRE D'ELEVES
2009;REGION;GUYANE;ULIS;ULIS;PUBLIC;PUBLIC;483
2009;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;5522
2009;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;21504
2009;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;13
2009;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;10975
2009;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;68428
2009;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;25
2009;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;10690
2009;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;68291
2009;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;25
2009;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;11132
2009;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;68613
2009;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;33
2009;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;12131
2009;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;69705
2009;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;32
2009;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;12785
2009;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;70602
2009;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;38
2009;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;12863
2009;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;67961
2009;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;34
2009;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;13061
2009;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;67456
2009;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;43
2009;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;13344
2009;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;64844
2009;REGION;HAUTS-DE-FRANCE;ULIS;ULIS;PRIVE;SOUS CONTRAT;603
2009;REGION;HAUTS-DE-FRANCE;ULIS;ULIS;PUBLIC;PUBLIC;5293
2009;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;335
2009;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;1027
2009;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;6197
2009;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;834
2009;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;9323
2009;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;155857
2009;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;793
2009;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;9752
2009;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;148701
2009;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;772
2009;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;10150
2009;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;145378
2009;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;782
2009;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;14080
2009;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;142863
2009;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;781
2009;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;14535
2009;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;141303
2009;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;759
2009;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;14927
2009;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;137307
2009;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;760
2009;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;15553
2009;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;135260
2009;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;681
2009;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;16279
2009;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;128506
2009;REGION;ILE-DE-FRANCE;ULIS;ULIS;PRIVE;HORS CONTRAT;21
2009;REGION;ILE-DE-FRANCE;ULIS;ULIS;PRIVE;SOUS CONTRAT;594
2009;REGION;ILE-DE-FRANCE;ULIS;ULIS;PUBLIC;PUBLIC;5709
2009;REGION;LA-REUNION;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;31
2009;REGION;LA-REUNION;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;555
2009;REGION;LA-REUNION;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;1085
2009;REGION;LA-REUNION;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;13350
2009;REGION;LA-REUNION;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;1058
2009;REGION;LA-REUNION;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;13411
2009;REGION;LA-REUNION;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;1108
2009;REGION;LA-REUNION;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;13703
2009;REGION;LA-REUNION;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;1147
2009;REGION;LA-REUNION;ELEMENTAIRE;CP;PUBLIC;PUBLIC;14076
2009;REGION;LA-REUNION;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;1182
2009;REGION;LA-REUNION;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;14646
2009;REGION;LA-REUNION;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;1187
2009;REGION;LA-REUNION;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;13843
2009;REGION;LA-REUNION;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;1197
2009;REGION;LA-REUNION;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;14202
2009;REGION;LA-REUNION;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;1139
2009;REGION;LA-REUNION;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;13474
2009;REGION;LA-REUNION;ULIS;ULIS;PUBLIC;PUBLIC;1343
2009;REGION;MARTINIQUE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;69
2009;REGION;MARTINIQUE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;42
2009;REGION;MARTINIQUE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;1141
2009;REGION;MARTINIQUE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;59
2009;REGION;MARTINIQUE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;232
2009;REGION;MARTINIQUE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;4866
2009;REGION;MARTINIQUE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;52
2009;REGION;MARTINIQUE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;240
2009;REGION;MARTINIQUE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;4830
2009;REGION;MARTINIQUE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;37
2009;REGION;MARTINIQUE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;328
2009;REGION;MARTINIQUE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;4909
2009;REGION;MARTINIQUE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;6
2009;REGION;MARTINIQUE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;409
2009;REGION;MARTINIQUE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;5237
2009;REGION;MARTINIQUE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;9
2009;REGION;MARTINIQUE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;444
2009;REGION;MARTINIQUE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;5369
2009;REGION;MARTINIQUE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;5
2009;REGION;MARTINIQUE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;448
2009;REGION;MARTINIQUE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;5385
2009;REGION;MARTINIQUE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;1
2009;REGION;MARTINIQUE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;493
2009;REGION;MARTINIQUE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;5523
2009;REGION;MARTINIQUE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;2
2009;REGION;MARTINIQUE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;474
2009;REGION;MARTINIQUE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;5258
2009;REGION;MARTINIQUE;ULIS;ULIS;PRIVE;SOUS CONTRAT;4
2009;REGION;MARTINIQUE;ULIS;ULIS;PUBLIC;PUBLIC;252
2009;REGION;NORMANDIE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;928
2009;REGION;NORMANDIE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;4603
2009;REGION;NORMANDIE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;3906
2009;REGION;NORMANDIE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;36207
2009;REGION;NORMANDIE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;4011
2009;REGION;NORMANDIE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;36368
2009;REGION;NORMANDIE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;6
2009;REGION;NORMANDIE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;4198
2009;REGION;NORMANDIE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;36324
2009;REGION;NORMANDIE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;8
2009;REGION;NORMANDIE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;4903
2009;REGION;NORMANDIE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;37098
2009;REGION;NORMANDIE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;11
2009;REGION;NORMANDIE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;5256
2009;REGION;NORMANDIE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;37120
2009;REGION;NORMANDIE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;13
2009;REGION;NORMANDIE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;5442
2009;REGION;NORMANDIE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;36808
2009;REGION;NORMANDIE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;13
2009;REGION;NORMANDIE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;5539
2009;REGION;NORMANDIE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;36882
2009;REGION;NORMANDIE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;12
2009;REGION;NORMANDIE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;5757
2009;REGION;NORMANDIE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;35106
2009;REGION;NORMANDIE;ULIS;ULIS;PRIVE;SOUS CONTRAT;54
2009;REGION;NORMANDIE;ULIS;ULIS;PUBLIC;PUBLIC;2380
2009;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;30
2009;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;1737
2009;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;6226
2009;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;40
2009;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;5277
2009;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;55799
2009;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;52
2009;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;5432
2009;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;56224
2009;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;59
2009;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;5506
2009;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;56756
2009;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;74
2009;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;6312
2009;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;57174
2009;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;67
2009;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;6518
2009;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;58401
2009;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;79
2009;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;6903
2009;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;58085
2009;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;72
2009;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;7253
2009;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;58765
2009;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;59
2009;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;7410
2009;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;57135
2009;REGION;NOUVELLE-AQUITAINE;ULIS;ULIS;PRIVE;SOUS CONTRAT;297
2009;REGION;NOUVELLE-AQUITAINE;ULIS;ULIS;PUBLIC;PUBLIC;3384
2009;REGION;OCCITANIE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;56
2009;REGION;OCCITANIE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;2467
2009;REGION;OCCITANIE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;7927
2009;REGION;OCCITANIE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;77
2009;REGION;OCCITANIE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;6370
2009;REGION;OCCITANIE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;55547
2009;REGION;OCCITANIE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;81
2009;REGION;OCCITANIE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;6266
2009;REGION;OCCITANIE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;55043
2009;REGION;OCCITANIE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;68
2009;REGION;OCCITANIE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;6361
2009;REGION;OCCITANIE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;55213
2009;REGION;OCCITANIE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;105
2009;REGION;OCCITANIE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;7059
2009;REGION;OCCITANIE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;56488
2009;REGION;OCCITANIE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;97
2009;REGION;OCCITANIE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;7491
2009;REGION;OCCITANIE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;57379
2009;REGION;OCCITANIE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;91
2009;REGION;OCCITANIE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;7818
2009;REGION;OCCITANIE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;56927
2009;REGION;OCCITANIE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;86
2009;REGION;OCCITANIE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;8053
2009;REGION;OCCITANIE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;57641
2009;REGION;OCCITANIE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;122
2009;REGION;OCCITANIE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;8117
2009;REGION;OCCITANIE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;54927
2009;REGION;OCCITANIE;ULIS;ULIS;PRIVE;HORS CONTRAT;11
2009;REGION;OCCITANIE;ULIS;ULIS;PRIVE;SOUS CONTRAT;139
2009;REGION;OCCITANIE;ULIS;ULIS;PUBLIC;PUBLIC;2932
2009;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;4025
2009;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;6609
2009;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;5
2009;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;16152
2009;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;30764
2009;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;25
2009;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;16018
2009;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;30641
2009;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;65
2009;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;16047
2009;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;30576
2009;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;81
2009;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;16719
2009;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;30894
2009;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;104
2009;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;17093
2009;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;31029
2009;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;70
2009;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;16959
2009;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;30341
2009;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;82
2009;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;17151
2009;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;30573
2009;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;81
2009;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;16430
2009;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;28719
2009;REGION;PAYS-DE-LA-LOIRE;ULIS;ULIS;PRIVE;HORS CONTRAT;2
2009;REGION;PAYS-DE-LA-LOIRE;ULIS;ULIS;PRIVE;SOUS CONTRAT;407
2009;REGION;PAYS-DE-LA-LOIRE;ULIS;ULIS;PUBLIC;PUBLIC;1629
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;93
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;787
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;4156
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;334
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;4480
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;52116
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;319
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;4487
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;51758
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;350
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;4466
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;51893
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;358
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;5344
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;ELEMENTAIRE;CP;PUBLIC;PUBLIC;52170
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;383
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;5519
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;53416
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;365
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;5519
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;52732
2009;REGION;PROVENCE-ALPES-COTE-D'AZUR;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;398
